ID;Sire / DateIn;Dam / DateInEst;Sex / InType;ReproStat/  DateOut;Selected /  DateOutEst;Living /  OutType;BirthLoc;BProgram;BCountry;DOB;DOBest;DOD;DODest;Necr1;Necr2;Necr3;Location;LocalID;Social;Program;Country;Name;Transponder;Tag;Tattoo;Color;LitSize;No_Litters;Lit_List;UDFs;   
446;219;217;Unknown;Fertile;True;False;BELFAST;Europe;N.Ireland;20000516; ;20000516; ;Self injury;;;BELFAST;3803;;Europe;N.Ireland;;;;;;2;0;;                                                                       ;
MOVE: 446;20000516; ;Birth  ;20000516; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
447;292;198;Unknown;Fertile;True;False;ADELAIDE;Austral;Australia;20020913; ;20020913; ;Other;;;ADELAIDE;A20872;;Austral;Australia;;;;;;1;0;;                                                                        ;
MOVE: 447;20020913; ;Birth  ;20020913; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
448;292;198;Unknown;Fertile;True;False;ADELAIDE;Austral;Australia;20030121; ;20030913; ;Other;;;ADELAIDE;A30890;;Austral;Australia;;;;;;1;0;;                                                                        ;
MOVE: 448;20030121; ;Birth  ;20030913; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
449;195;220;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;20030302; ;20030307; ;Other;;;JERSEY;M2803;;Europe;Channl Is;;;;;;3;0;;                                                                               ;
MOVE: 449;20030302; ;Birth  ;20030307; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
450;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20030302; ;20030307; ;Other;;;JERSEY;M2804;;Europe;Channl Is;;;;;;3;0;;                                                                                ;
MOVE: 450;20030302; ;Birth  ;20030307; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
451;195;220;Male;Fertile;True;False;JERSEY;Europe;Channl Is;20030806; ;20030810; ;Other;;;JERSEY;M2821;;Europe;Channl Is;;;;;;3;0;;                                                                                  ;
MOVE: 451;20030806; ;Birth  ;20030810; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
452;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20030806; ;20030816; ;Other;;;JERSEY;M2822;;Europe;Channl Is;;;;;;3;0;;                                                                                ;
MOVE: 452;20030806; ;Birth  ;20030816; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
453;215;254;Female;Fertile;True;False;BELFAST;Europe;N.Ireland;20041226; ;20041226; ;Other;;;BELFAST;5436;;Europe;N.Ireland;;;;;;1;0;;                                                                               ;
MOVE: 453;20041226; ;Birth  ;20041226; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
454;332;375;Female;Fertile;True;False;BELFAST;Europe;N.Ireland;20070330; ;20070330; ;Stillbirth;;;BELFAST;5665;;Europe;N.Ireland;;;;;;1;0;;                                                                          ;
MOVE: 454;20070330; ;Birth  ;20070330; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
455;332;375;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;20070903; ;20070903; ;Other;;;BELFAST;5740;;Europe;N.Ireland;;;;;;2;0;;                                                                                 ;
MOVE: 455;20070903; ;Birth  ;20070903; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
456;332;375;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;20070903; ;20070903; ;Other;;;BELFAST;5741;;Europe;N.Ireland;;;;;;2;0;;                                                                                 ;
MOVE: 456;20070903; ;Birth  ;20070903; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
457;263;421;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20080109; ;; ;;;;SAO PAULO;29652;;LatinAm;Brazil;;69839278;;;;2;2;1 2;                                                                                  ;
MOVE: 457;20080109; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
458;263;421;Female;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20080109; ;; ;;;;SAO PAULO;29653;;LatinAm;Brazil;;70050554;;;;2;0;;                                                                                   ;
MOVE: 458;20080109; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
459;333;345;Male;Fertile;True;False;KREFELD;Europe;Germany;20080707; ;20080707; ;Stillbirth;;;KREFELD;1893;;Europe;Germany;;;;;;2;0;;                                                                                  ;
MOVE: 459;20080707; ;Birth  ;20080707; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
460;333;345;Male;Fertile;True;False;KREFELD;Europe;Germany;20080707; ;20080707; ;Stillbirth;;;KREFELD;1894;;Europe;Germany;;;;;;2;0;;                                                                                  ;
MOVE: 460;20080707; ;Birth  ;20080707; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
461;371;306;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;20080721; ;20080721; ;Stillbirth;;;JERSEY;M3021;;Europe;Channl Is;;;;;;1;0;;                                                                            ;
MOVE: 461;20080721; ;Birth  ;20080721; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
462;371;306;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20090413; ;20090413; ;Stillbirth;;;JERSEY;M3050;;Europe;Channl Is;;;;;;1;0;;                                                                             ;
MOVE: 462;20090413; ;Birth  ;20090413; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
463;256;302;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;20090426; ;20090426; ;Premature;;;JERSEY;M3052;;Europe;Channl Is;;;;;;1;0;;                                                                             ;
MOVE: 463;20090426; ;Birth  ;20090426; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
464;WILD;WILD;Male;Fertile;True;True;MORRO DO;LatinAm;Brazil;20090101;U;; ;;;;SAO PAULO;30154;;LatinAm;Brazil;Omerinho;70272593;;;;0;4;2 2 1 1;                                                                        ;
MOVE: 464;20100101;U;Capture;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
466;412;430;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20100917; ;20111226; ;In transit;;Mechanical;SAO PAULO;30167;;LatinAm;Brazil;;;;;;2;0;;                                                               ;
MOVE: 466;20100917; ;Birth  ;20111226; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
467;412;430;Female;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20100917; ;; ;;;;SAO PAULO;30168;;LatinAm;Brazil;;25069581;;;;2;0;;                                                                                   ;
MOVE: 467;20100917; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
468;409;306;Male;Fertile;True;True;JERSEY;Europe;Channl Is;20110322; ;; ;;;;JERSEY;M3144;;Europe;Channl Is;Francisco;;;;;1;0;;                                                                                         ;
MOVE: 468;20110322; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
469;464;432;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20110813; ;20120918; ;Other;;;SAO PAULO;30497;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 469;20110813; ;Birth  ;20120918; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
470;464;432;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20110813; ;; ;;;;SAO PAULO;30498;;LatinAm;Brazil;;;;;;2;0;;                                                                                              ;
MOVE: 470;20110813; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
471;412;430;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20110920; ;; ;;;;JERSEY;M3303;;Europe;Channl Is;;107320066;;;;1;0;;                                                                                    ;
MOVE: 471;20110920; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
472;412;430;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20120130; ;; ;;;;JERSEY;M3302;;Europe;Channl Is;;107324070;;;;2;0;;                                                                                      ;
MOVE: 472;20120130; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
473;412;430;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20120131; ;; ;;;;SAO PAULO;30596;;LatinAm;Brazil;;107851039;;;;2;0;;                                                                                     ;
MOVE: 473;20120131; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
474;332;398;Male;Fertile;True;False;JERSEY;Europe;Channl Is;20120426; ;20120426; ;Stillbirth;;;JERSEY;M3198;;Europe;Channl Is;;;;;;2;0;;                                                                            ;
MOVE: 474;20120426; ;Birth  ;20120426; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
475;332;398;Male;Fertile;True;False;JERSEY;Europe;Channl Is;20120426; ;20120426; ;Stillbirth;;;JERSEY;M3199;;Europe;Channl Is;;;;;;2;0;;                                                                            ;
MOVE: 475;20120426; ;Birth  ;20120426; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
476;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20090209; ;20091211; ;Other;;;RIO PRIM;2406;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 476;20090209; ;Birth  ;20091211; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
477;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20090209; ;20101018; ;Other;;;RIO PRIM;2407;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 477;20090209; ;Birth  ;20101018; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
478;387;400;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20100101; ;20100908; ;Other;;;RIO PRIM;2461;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 478;20100101; ;Birth  ;20100908; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
479;387;400;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20100101; ;20110308; ;Other;;;RIO PRIM;2462;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 479;20100101; ;Birth  ;20110308; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
480;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20100101; ;20100412; ;Other;;;RIO PRIM;2463;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 480;20100101; ;Birth  ;20100412; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
481;312;408;Female;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20100101; ;; ;;;;RIO PRIM;2464;;LatinAm;Brazil;;;;;;2;2;2 2;                                                                                            ;
MOVE: 481;20100101; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
482;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20101018; ;20110424; ;Other;;;RIO PRIM;2534;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 482;20101018; ;Birth  ;20110424; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
483;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20101018; ;20101220; ;Other;;;RIO PRIM;2535;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 483;20101018; ;Birth  ;20101220; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
484;387;400;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20110225; ;20110529; ;Other;;;RIO PRIM;2557;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 484;20110225; ;Birth  ;20110529; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
485;387;400;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20110225; ;20110626; ;Other;;;RIO PRIM;2558;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 485;20110225; ;Birth  ;20110626; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
486;312;408;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20111002; ;; ;;;;RIO PRIM;2571;;LatinAm;Brazil;;;;;;2;0;;                                                                                                 ;
MOVE: 486;20111002; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
487;312;408;Female;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20111002; ;; ;;;;JERSEY;M3306;;Europe;Channl Is;;;;;;2;0;;                                                                                              ;
MOVE: 487;20111002; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
488;387;400;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20111002; ;; ;;;;RIO PRIM;2574;;LatinAm;Brazil;;;;;;1;0;;                                                                                                 ;
MOVE: 488;20111002; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
489;387;400;Unknown;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20111102; ;20111110; ;Other;;;RIO PRIM;2575;;LatinAm;Brazil;;;;;;1;0;;                                                                                ;
MOVE: 489;20111102; ;Birth  ;20111110; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
490;312;408;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20121008; ;20121009; ;Other;;;RIO PRIM;2604;;LatinAm;Brazil;;;;;;1;0;;                                                                                 ;
MOVE: 490;20121008; ;Birth  ;20121009; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
491;412;430;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20120910; ;; ;;;;SAO PAULO;30774;;LatinAm;Brazil;;;;;;2;0;;                                                                                              ;
MOVE: 491;20120910; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
492;412;430;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20120910; ;; ;;;;SAO PAULO;30775;;LatinAm;Brazil;;;;;;2;0;;                                                                                              ;
MOVE: 492;20120910; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
493;412;430;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20130813; ;20130820; ;Other;;;SAO PAULO;31024;;LatinAm;Brazil;;;;;;3;0;;                                                                             ;
MOVE: 493;20130813; ;Birth  ;20130820; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
494;412;430;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20130813; ;20130822; ;Other;;;SAO PAULO;31025;;LatinAm;Brazil;;;;;;3;0;;                                                                              ;
MOVE: 494;20130813; ;Birth  ;20130822; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
495;412;430;Female;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20130813; ;; ;;;;SAO PAULO;31026;;LatinAm;Brazil;;25089801;;;;3;2;1 2;                                                                               ;
MOVE: 495;20130813; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
496;412;430;Female;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20131226; ;; ;;;;SAO PAULO;31075;;LatinAm;Brazil;;25034277;;;;3;0;;                                                                                  ;
MOVE: 496;20131226; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
497;412;430;Female;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20131226; ;; ;;;;JERSEY;M3304;;Europe;Channl Is;;25080536;;;;3;0;;                                                                                   ;
MOVE: 497;20131226; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
498;332;398;Male;Fertile;True;False;JERSEY;Europe;Channl Is;20121102; ;20121102; ;Other;;;JERSEY;M3215;;Europe;Channl Is;;;;;;1;0;;                                                                                    ;
MOVE: 498;20121102; ;Birth  ;20121102; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
499;312;408;Unknown;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20130925; ;20131002; ;Self injury;;;RIO PRIM;2894;;LatinAm;Brazil;;;;;;1;0;;                                                                         ;
MOVE: 499;20130925; ;Birth  ;20131002; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
MOVE: 499;386;399;Unknown;Fertile;True;False;SAOCARLOS;LatinAm;Brazil;20101009; ;20130306; ;Other;;;SAOCARLOS;?????;;LatinAm;Brazil;;;;;;1;0;;                                                                             ;
MOVE: 500;20101009; ;Birth  ;20130306; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
501;386;399;Male;Fertile;True;True;SAOCARLOS;LatinAm;Brazil;20130311; ;; ;;;;SAOCARLOS;????;;LatinAm;Brazil;;;;;;1;0;;                                                                                              ;
MOVE: 501;20130311; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
502;412;430;Female;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20131226; ;; ;;;;HORIZONTE;UNK;;LatinAm;Brazil;;25028821;;;;3;0;;                                                                                     ;
MOVE: 502;20131226; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
503;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;34377; ;19940212; ;Stillbirth;;;JERSEY;M1998;;Europe;Channl Is;;;;;;3;0;;                                                                            ;
MOVE: 503;19940212; ;Birth  ;19940212; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
504;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19940901; ;19940903; ;Other;;;JERSEY;M2056;;Europe;Channl Is;;;;;;3;0;;                                                                               ;
MOVE: 504;19940901; ;Birth  ;19940903; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
505;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;20020205; ;20020205; ;Stillbirth;;;JERSEY;M2743;;Europe;Channl Is;;;;;;1;0;;                                                                            ;
MOVE: 505;20020205; ;Birth  ;20020205; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
506;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20020227; ;20020307; ;Other;;;JERSEY;M2748;;Europe;Channl Is;;;;;;2;0;;                                                                                  ;
MOVE: 506;20020227; ;Birth  ;20020307; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
507;464;432;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20141020; ;20151225; ;Other;;;SAO PAULO;31260;;LatinAm;Brazil;;;;;;2;0;;                                                                             ;
MOVE: 507;20141020; ;Birth  ;20151225; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
508;464;432;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20141020; ;20151225; ;Other;;;SAO PAULO;31261;;LatinAm;Brazil;;;;;;2;0;;                                                                             ;
MOVE: 508;20141020; ;Birth  ;20151225; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE64;412;430;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20150303; ;; ;;;;SAO PAULO;31380;;LatinAm;Brazil;;;;;;1;0;;                                                                                              ;
MOVE: TE64;20150303; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE65;412;430;Unknown;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20150831; ;; ;;;;SAO PAULO;31419;;LatinAm;Brazil;;;;;;2;0;;                                                                                           ;
MOVE: TE65;20150831; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE66;412;430;Unknown;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20150831; ;; ;;;;SAO PAULO;31420;;LatinAm;Brazil;;;;;;2;0;;                                                                                           ;
MOVE: TE66;20150831; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE67;457;495;Unknown;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20151111; ;; ;;;;SAO PAULO;31438;;LatinAm;Brazil;;;;;;1;0;;                                                                                           ;
MOVE: TE67;20151111; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE68;425;481;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20160106; ;; ;;;;RIO PRIM;3533;;LatinAm;Brazil;;;;;;2;0;;                                                                                                 ;
MOVE: TE68;20160106; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE69;425;481;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20160106; ;; ;;;;RIO PRIM;3534;;LatinAm;Brazil;;;;;;2;0;;                                                                                                 ;
MOVE: TE69;20160106; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE70;425;481;Unknown;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20161205; ;; ;;;;RIO PRIM;3650;;LatinAm;Brazil;;;;;;2;0;;                                                                                              ;
MOVE: TE70;20161205; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE71;425;481;Unknown;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20161205; ;; ;;;;RIO PRIM;3651;;LatinAm;Brazil;;;;;;2;0;;                                                                                              ;
MOVE: TE71;20161205; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE72;464;432;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20160205; ;; ;;;;SAO PAULO;31481;;LatinAm;Brazil;;;;;;1;0;;                                                                                              ;
MOVE: TE72;20160205; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE73;WILD;WILD;Male;Fertile;True;True;BRAZIL;LatinAm;Brazil;20141105;Y;; ;;;;SAO PAULO;31527;;LatinAm;Brazil;Kinho;;;;;0;0;;                                                                                             ;
MOVE: TE73;20141105;U;Capture;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE74;464;432;Unknown;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20160923; ;; ;;;;SAO PAULO;31573;;LatinAm;Brazil;;;;;;1;0;;                                                                                           ;
MOVE: TE74;20160923; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE75;457;495;Unknown;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20161027; ;; ;;;;SAO PAULO;31585;;LatinAm;Brazil;;;;;;2;0;;                                                                                           ;
MOVE: TE75;20161027; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
   TE76;457;495;Unknown;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20161027; ;; ;;;;SAO PAULO;31586;;LatinAm;Brazil;;;;;;2;0;;                                                                                           ;
MOVE: TE76;20161027; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
