ID;Sire / DateIn;Dam / DateInEst;Sex / InType;ReproStat/  DateOut;Selected /  DateOutEst;Living /  OutType;BirthLoc;BProgram;BCountry;DOB;DOBest;DOD;DODest;Necr1;Necr2;Necr3;Location;LocalID;Social;Program;Country;Name;Transponder;Tag;Tattoo;Color;LitSize;No_Litters;Lit_List;UDFs;   
88;59;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19861012; ;19861015; ;Other;;;RIO PRIM;767;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
MOVE: 88;19861012; ;Birth  ;19861015; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
89;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;19941011; ;Other;;;SAO PAULO;16701;;LatinAm;Brazil;;;;6;;0;3;2 2 2;                                                                          ;
MOVE: 89;19861111; ;Capture;19941011; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
90;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;19890620; ;Other;;;SAO PAULO;16702;;LatinAm;Brazil;;;;7;;0;0;;                                                                               ;
MOVE: 90;19861111; ;Capture;19890620; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
91;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;20031021; ;Environ/Behav;General;Metabolism;SCARLOS;91;;Unknown;Unknown;;200000000000;;11;;0;8;2 1 3 2 1 1 1 1;                               ;
MOVE: 91;19861111; ;Capture;20031021; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
92;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;19930525; ;Other;;;SAO PAULO;16704;;LatinAm;Brazil;;;;15;;0;1;1;                                                                              ;
MOVE: 92;19861111; ;Capture;19930525; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
93;WILD;WILD;Male;Fertile;True;False;M DIABO;LatinAm;Brazil;19840101;U;19901205; ;Other;;;SAO PAULO;16699;;LatinAm;Brazil;;;;9;;0;1;1;                                                                                ;
MOVE: 93;19861111; ;Capture;19901205; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
94;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19840101;Y;19900206; ;Other;;;SAO PAULO;16700;;LatinAm;Brazil;;;;10;;0;2;2 1;                                                                            ;
MOVE: 94;19861111; ;Capture;19900206; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
95;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;19970525; ;Other;;;SAO PAULO;16706;;LatinAm;Brazil;;;;16;;0;5;1 1 1 2 1;                                                                      ;
MOVE: 95;19861111; ;Capture;19970525; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
96;WILD;WILD;Male;Fertile;True;False;M DIABO;LatinAm;Brazil;19860101;U;20031021; ;Environ/Behav;General;Metabolism;SCARLOS;96;;Unknown;Unknown;;200000000000;;5;;0;10;1 1 2 1 3 2 1 1 1 1;                            ;
MOVE: 96;19861111; ;Capture;20031021; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
97;WILD;WILD;Male;Fertile;True;False;M DIABO;LatinAm;Brazil;19860101;U;19900510; ;Other;;;SAO PAULO;16696;;LatinAm;Brazil;;;;4;;0;2;2 1;                                                                              ;
MOVE: 97;19861111; ;Capture;19900510; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
98;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19860101;U;19921015; ;Other;;;SAO PAULO;16698;;LatinAm;Brazil;;;;8;;0;2;2 1;                                                                            ;
MOVE: 98;19861111; ;Capture;19921015; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
99;WILD;WILD;Male;Fertile;True;False;M DIABO;LatinAm;Brazil;19850101;U;19941020; ;Other;;;SAO PAULO;16694;;LatinAm;Brazil;;;;3;;0;2;2 2;                                                                              ;
MOVE: 99;19861111; ;Capture;19941020; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
100;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19850101;Y;19990815; ;Other;;;SAO PAULO;16695;;LatinAm;Brazil;;;;2;;0;2;2 2;                                                                            ;
MOVE: 100;19861111; ;Capture;19990815; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
101;93;94;Unknown;Fertile;True;False;M DIABO;LatinAm;Brazil;19860101;U;19861111; ;Stillbirth;;;SAO PAULO;NONE;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 101;19861111; ;Capture;19861111; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
102;93;94;Unknown;Fertile;True;False;M DIABO;LatinAm;Brazil;19860101;U;19861111; ;Stillbirth;;;SAO PAULO;NONE;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 102;19861111; ;Capture;19861111; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
103;WILD;WILD;Male;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;19870201; ;Other;;;SAO PAULO;16708;;LatinAm;Brazil;;;;18;;0;0;;                                                                                 ;
MOVE: 103;19861111; ;Capture;19870201; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
104;WILD;WILD;Male;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;19870205; ;Other;;;SAO PAULO;16707;;LatinAm;Brazil;;;;17;;0;0;;                                                                                 ;
MOVE: 104;19861111; ;Capture;19870205; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
105;32;44;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19870131; ;20000429; ;Other;;;JERSEY;M1599;;Europe;Channl Is;Maria;00-01-BB-A5-95;;53;;1;9;2 2 1 1 2 2 2 2 2;                                            ;
MOVE: 105;19870131; ;Birth  ;20000429; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
106;59;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19870225; ;20040629; ;Euthanasia;;;JERSEY;M1596;JERSEY 8I;Europe;Channl Is;;00-01-BA-6B-36;;54;;2;17;1 2 1 2 2 2 2 3 3 2 1 2 2 2 2 2 2;                    ;
MOVE: 106;19870225; ;Birth  ;20040629; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
107;59;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19870225; ;20060326; ;Euthanasia;;;NY BRONX;956096;;Europe;Czech Rep;Richard;00-0125-1627;;55;;2;0;;                                                       ;
MOVE: 107;19870225; ;Birth  ;20060326; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
108;99;100;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19870306; ;19870307; ;Other;;;SAO PAULO;________;;LatinAm;Brazil;;;;;;2;0;;                                                                              ;
MOVE: 108;19870306; ;Birth  ;19870307; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
109;99;100;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19870306; ;19870308; ;Other;;;SAO PAULO;________;;LatinAm;Brazil;;;;;;2;0;;                                                                              ;
MOVE: 109;19870306; ;Birth  ;19870308; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
110;32;44;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19870912; ;20080403; ;Euthanasia;;;JERSEY;M1601;JERSEY OS6;Europe;Channl Is;Gertie;;;58;;2;0;;                                                           ;
MOVE: 110;19870912; ;Birth  ;20080403; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
111;32;44;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19870912; ;19911103; ;Other;;;RIO PRIM;852;;LatinAm;Brazil;;;;;;2;2;1 2;                                                                                 ;
MOVE: 111;19870912; ;Birth  ;19911103; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
112;93;94;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19870920; ;19890928; ;Other;;;SAO PAULO;17301;;LatinAm;Brazil;;;;;;1;0;;                                                                                  ;
MOVE: 112;19870920; ;Birth  ;19890928; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
113;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19870923; ;19920312; ;Other;;;SAO PAULO;19820;;LatinAm;Brazil;;;;60;;2;2;1 2;                                                                              ;
MOVE: 113;19870923; ;Birth  ;19920312; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
114;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19870923; ;19891222; ;Other;;;RIO PRIM;857;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
MOVE: 114;19870923; ;Birth  ;19891222; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
115;59;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19871013; ;19900329; ;Other;;;RIO PRIM;864;;LatinAm;Brazil;;;;;;3;0;;                                                                                      ;
MOVE: 115;19871013; ;Birth  ;19900329; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
116;59;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19871013; ;20010606; ;Euthanasia;;;ADELAIDE;950402;;Austral;Australia;;00-0011-7B5C;117B5C;63;;3;0;;                                                       ;
MOVE: 116;19871013; ;Birth  ;20010606; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
117;59;57;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19871013; ;19930623; ;Other;;;RIO PRIM;866;;LatinAm;Brazil;;;;;;3;0;;                                                                                    ;
MOVE: 117;19871013; ;Birth  ;19930623; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
118;69;76;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19871103; ;20101108; ;Other;;;SAO PAULO;21433;SAO PAULO EXP;Europe;Czech Rep;;200000000000;;81;;1;6;2 2 2 2 3 1;                                         ;
MOVE: 118;19871103; ;Birth  ;20101108; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
119;38;63;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19871204; ;19871204; ;Other;;;RIO PRIM;880;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
MOVE: 119;19871204; ;Birth  ;19871204; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
120;38;63;Unknown;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19871204; ;19871204; ;Other;;;RIO PRIM;881;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 120;19871204; ;Birth  ;19871204; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
121;WILD;WILD;Female;Fertile;True;False;M DIABO;LatinAm;Brazil;19871218;U;19890130; ;Other;;;SAO PAULO;17872;;LatinAm;Brazil;;;;;;0;0;;                                                                                 ;
MOVE: 121;19871218; ;Capture;19890130; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
122;58;72;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19880105; ;19880316; ;Other;;;RIO PRIM;890;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
MOVE: 122;19880105; ;Birth  ;19880316; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
123;WILD;WILD;Male;Fertile;True;False;M DIABO;LatinAm;Brazil;19861111;U;19870525; ;Other;;;SAO PAULO;16705;;LatinAm;Brazil;;;;14;;0;0;;                                                                                 ;
MOVE: 123;19861111; ;Capture;19870525; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
124;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19880823; ;20020302; ;Other;General;Viral;SAO PAULO;21429;;LatinAm;Brazil;;;;124;;2;3;2 2 2;                                                               ;
MOVE: 124;19880823; ;Birth  ;20020302; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
125;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19880823; ;20080423; ;Other;;;JERSEY;M1597;JERSEY F5;Europe;Channl Is;Esme;00-01-BB-87-B1;;;;2;17;1 2 1 2 2 2 2 3 3 2 1 2 2 2 2 2 1;                     ;
MOVE: 125;19880823; ;Birth  ;20080423; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
126;97;98;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19880825; ;19980328; ;Other;;;SAO PAULO;17662;;LatinAm;Brazil;;;;;;2;1;1;                                                                                 ;
MOVE: 126;19880825; ;Birth  ;19980328; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
127;97;98;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19880825; ;20100424; ;Other;;;SAO PAULO;17663;SAO PAULO EXP;LatinAm;Brazil;;200000000000;;71;;2;7;1 1 2 1 2 2 2;                                        ;
MOVE: 127;19880825; ;Birth  ;20100424; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
128;32;44;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19880928; ;20070724; ;Other;;;PROSPECTP;956097;PROSPECTP GA;NorthAm;U.S.A;Ozzie;00-01DB-2347;;128;;1;0;;                                                   ;
MOVE: 128;19880928; ;Birth  ;20070724; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
129;96;95;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19880928; ;19900812; ;Other;;;SAO PAULO;17578;;LatinAm;Brazil;;;;;;1;0;;                                                                                  ;
MOVE: 129;19880928; ;Birth  ;19900812; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
130;69;76;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19881001; ;20021201; ;Other;;;RIO PRIM;950;RIO PRIM 27B;LatinAm;Brazil;;;;130;;2;5;2 1 2 2 3;                                                              ;
MOVE: 130;19881001; ;Birth  ;20021201; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
131;69;76;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19881001; ;20000729; ;Other;;;SAO PAULO;21437;;LatinAm;Brazil;;;;131;;2;1;1;                                                                               ;
MOVE: 131;19881001; ;Birth  ;20000729; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
132;99;100;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19881003; ;19940901; ;Other;;;SAO PAULO;17728;;LatinAm;Brazil;;;;;;2;3;2 2 2;                                                                            ;
MOVE: 132;19881003; ;Birth  ;19940901; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
133;99;100;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19881003; ;20030411; ;Euthanasia;;;CENTRALPK;956098;;NorthAm;U.S.A;Celia;00-01D2-0796;;133;;2;0;;                                                      ;
MOVE: 133;19881003; ;Birth  ;20030411; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
134;58;72;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19881202; ;19911118; ;Other;;;RIO PRIM;975;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
MOVE: 134;19881202; ;Birth  ;19911118; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
135;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890128; ;19931008; ;Other;;;RIO PRIM;988;;LatinAm;Brazil;;;;135;;2;3;2 1 2;                                                                            ;
MOVE: 135;19890128; ;Birth  ;19931008; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
136;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890128; ;19890722; ;Other;;;RIO PRIM;989;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
MOVE: 136;19890128; ;Birth  ;19890722; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
137;59;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890826; ;19920122; ;Other;;;RIO PRIM;1020;;LatinAm;Brazil;;;;;;2;0;;                                                                                     ;
MOVE: 137;19890826; ;Birth  ;19920122; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
138;59;57;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890826; ;19911127; ;Other;;;RIO PRIM;1021;;LatinAm;Brazil;;;;;;2;1;1;                                                                                  ;
MOVE: 138;19890826; ;Birth  ;19911127; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
139;97;98;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19890901; ;19910302; ;Other;;;SAO PAULO;18303;;LatinAm;Brazil;;;;;;1;0;;                                                                                  ;
MOVE: 139;19890901; ;Birth  ;19910302; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
140;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890923; ;20080407; ;Other;;;PROSPECTP;986160;PROSPECTP GA;NorthAm;U.S.A;Tina;00-01D1-E372;;140;;2;0;;                                                  ;
MOVE: 140;19890923; ;Birth  ;20080407; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
141;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890923; ;19910104; ;Other;;;WILD;________;;Unknown;Unknown;;;;;;2;0;;                                                                                  ;
MOVE: 141;19890923; ;Birth  ;19910104; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
142;69;76;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890928; ;20021107; ;Other;;;CENTRALPK;142;;NorthAm;U.S.A;Captain;00-01D1-E15B;;142;;2;0;;                                                                ;
MOVE: 142;19890928; ;Birth  ;20021107; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
143;69;76;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890928; ;19971226; ;Other;;;RIO PRIM;1048;;LatinAm;Brazil;;;;143;;2;2;2 2;                                                                             ;
MOVE: 143;19890928; ;Birth  ;19971226; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
144;96;95;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19890930; ;19910127; ;Other;;;SAO PAULO;18304;;LatinAm;Brazil;;;;;;1;0;;                                                                                  ;
MOVE: 144;19890930; ;Birth  ;19910127; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
145;58;72;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19891007; ;19930702; ;Other;;;RIO PRIM;1055;;LatinAm;Brazil;;;;145;;2;1;2;                                                                                 ;
MOVE: 145;19891007; ;Birth  ;19930702; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
146;58;72;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19891007; ;19970127; ;Other;;;SAO PAULO;21431;;LatinAm;Brazil;;;;146;;2;6;2 2 2 2 3 1;                                                                   ;
MOVE: 146;19891007; ;Birth  ;19970127; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
147;45;85;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19891221; ;19891228; ;Other;;;RIO PRIM;1085;;LatinAm;Brazil;;;;;;2;0;;                                                                                     ;
MOVE: 147;19891221; ;Birth  ;19891228; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
148;45;85;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19891221; ;19891227; ;Other;;;RIO PRIM;1086;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 148;19891221; ;Birth  ;19891227; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
149;59;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19890110; ;19900708; ;Other;;;RIO PRIM;1094;;LatinAm;Brazil;;;;;;1;0;;                                                                                     ;
MOVE: 149;19890110; ;Birth  ;19900708; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
150;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19900124; ;19900124; ;Other;;;RIO PRIM;1097;;LatinAm;Brazil;;;;;;2;0;;                                                                                     ;
MOVE: 150;19900124; ;Birth  ;19900124; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
151;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19900124; ;19900124; ;Other;;;RIO PRIM;1096;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 151;19900124; ;Birth  ;19900124; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
152;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19900913; ;19911015; ;Other;;;RIO PRIM;1137;;LatinAm;Brazil;;;;;;2;0;;                                                                                     ;
MOVE: 152;19900913; ;Birth  ;19911015; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
153;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19900913; ;19950208; ;Other;;;RIO PRIM;1138;;LatinAm;Brazil;;;;153;;2;0;;                                                                                  ;
MOVE: 153;19900913; ;Birth  ;19950208; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
154;77;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901007; ;20080116; ;Other;;;PROSPECTP;986158;;NorthAm;U.S.A;Niceike;00-012A-6313;;154;;2;0;;                                                             ;
MOVE: 154;19901007; ;Birth  ;20080116; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
155;77;57;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901007; ;19930627; ;Other;;;RIO PRIM;1154;;LatinAm;Brazil;;;;155;;2;1;2;                                                                               ;
MOVE: 155;19901007; ;Birth  ;19930627; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
156;75;72;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901010; ;19901012; ;Other;;;RIO PRIM;1157;;LatinAm;Brazil;;;;;;3;0;;                                                                                     ;
MOVE: 156;19901010; ;Birth  ;19901012; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
157;75;72;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901010; ;19910725; ;Other;;;RIO PRIM;1158;;LatinAm;Brazil;;;;;;3;0;;                                                                                     ;
MOVE: 157;19901010; ;Birth  ;19910725; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
158;75;72;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901010; ;19920122; ;Other;;;RIO PRIM;1159;;LatinAm;Brazil;;;;;;3;0;;                                                                                   ;
MOVE: 158;19901010; ;Birth  ;19920122; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
159;45;85;Unknown;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901027; ;19901120; ;Other;;;RIO PRIM;1166;;LatinAm;Brazil;;;;;;1;0;;                                                                                 ;
MOVE: 159;19901027; ;Birth  ;19901120; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
160;130;135;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901118; ;19920217; ;Other;;;RIO PRIM;1183;;LatinAm;Brazil;;;;160;;2;0;;                                                                                ;
MOVE: 160;19901118; ;Birth  ;19920217; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
161;130;135;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901118; ;20011213; ;Other;;;RIO PRIM;1184;;LatinAm;Brazil;;;;161;;2;0;;                                                                                ;
MOVE: 161;19901118; ;Birth  ;20011213; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
162;69;76;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901125; ;19930112; ;Environ/Behav;;;RIO PRIM;1189;;LatinAm;Brazil;;;;162;;2;1;2;                                                                      ;
MOVE: 162;19901125; ;Birth  ;19930112; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
163;69;76;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19901125; ;19980920; ;Other;;;RIO PRIM;1190;;LatinAm;Brazil;;;;163;;2;7;1 2 2 2 2 3 2;                                                                  ;
MOVE: 163;19901125; ;Birth  ;19980920; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
164;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19900901; ;19900901; ;Premature;;;JERSEY;M1604;;Europe;Channl Is;;;;;;1;0;;                                                                          ;
MOVE: 164;19900901; ;Birth  ;19900901; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
165;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19910217; ;19980920; ;Other;;;RIO PRIM;1213;;LatinAm;Brazil;;;;;;2;7;1 2 2 2 2 3 2;                                                                        ;
MOVE: 165;19910217; ;Birth  ;19980920; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
166;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19910217; ;20020205; ;Other;;;RIO PRIM;1214;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 166;19910217; ;Birth  ;20020205; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
167;113;111;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19910228; ;19910228; ;Stillbirth;;;RIO PRIM;1217;;LatinAm;Brazil;;;;;;1;0;;                                                                            ;
MOVE: 167;19910228; ;Birth  ;19910228; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
168;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19910415; ;20091025; ;Euthanasia;;;JERSEY;M1671;JERSEY OS1;Europe;Channl Is;Devra;00-01BA-69A0;;;;2;0;;                                                ;
MOVE: 168;19910415; ;Birth  ;20091025; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
169;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19910415; ;19910415; ;Stillbirth;;;JERSEY;M1672;;Europe;Channl Is;;;;;;2;0;;                                                                            ;
MOVE: 169;19910415; ;Birth  ;19910415; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
170;WILD;WILD;Male;Fertile;True;False;R BONITO;LatinAm;Brazil;19890101;Y;19980226; ;Other;;;SAO PAULO;19618;;LatinAm;Brazil;;;;;;0;1;1;                                                                                 ;
MOVE: 170;19910525; ;Capture;19980226; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
171;WILD;WILD;Female;Fertile;True;False;R BONITO;LatinAm;Brazil;19890101;Y;20100106; ;Other;;;BAURU ZOO;171;BAURU ZOO 3B;LatinAm;Brazil;;;;;;0;2;1 1;                                                                   ;
MOVE: 171;19910525; ;Capture;20100106; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
172;170;171;Female;Fertile;True;False;R BONITO;LatinAm;Brazil;19910125;Y;19920716; ;Other;;;SAO PAULO;19620;;LatinAm;Brazil;;;;;;1;0;;                                                                                  ;
MOVE: 172;19910525; ;Capture;19920716; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
173;84;105;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19910612; ;19910612; ;Stillbirth;;;JERSEY;M1707;;Europe;Channl Is;;;;;;2;0;;                                                                              ;
MOVE: 173;19910612; ;Birth  ;19910612; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
174;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19910612; ;19991207; ;Other;Digestive;Rickettsial;MAGDEBURG;184001;;Europe;Germany;Alice;00-00F6-104F;F6-104F;;;2;6;2 2 2 2 2 1;                        ;
MOVE: 174;19910612; ;Birth  ;19991207; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
175;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19910912; ;19910913; ;Other;;;RIO PRIM;1246;;LatinAm;Brazil;;;;;;2;0;;                                                                                     ;
MOVE: 175;19910912; ;Birth  ;19910913; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
